path,jenis,kerusakan,jenis_idx,kerusakan_idx,joint_idx,scene_group,fold
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/370.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4811,3
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/371.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4812,2
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/372.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4813,4
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/373.jpeg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4814,2
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/374.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4815,1
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/375.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4816,4
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/376.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4817,3
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/377.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4818,0
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/378.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4819,0
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/379.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4820,1
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/38.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4821,1
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/380.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4822,1
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/381.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4823,1
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/382.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4824,0
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/383.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4825,4
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/384.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4826,1
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/385.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4827,1
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/386.jpeg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4828,3
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/387.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4829,3
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/388.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4830,2
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/389.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4831,1
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/39.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4832,3
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/390.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4833,0
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/391.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4834,0
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/392.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4835,0
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/393.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4836,3
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/394.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4837,2
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/395.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4838,1
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/396.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4839,2
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/397.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4840,4
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/398.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4841,2
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/399.jpeg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4842,2
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/4.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4843,1
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/40.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4844,0
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/400.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4845,1
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/401.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4846,1
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/402.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4847,2
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/403.jpeg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4848,0
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/404.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4849,3
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/405.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4850,4
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/406.jpeg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4851,2
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/407.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4852,0
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/408.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4853,1
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/409.jpeg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4854,3
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/41.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4855,3
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/410.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4856,3
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/411.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4857,2
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/412.jpeg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4858,0
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/413.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4859,0
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/414.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4860,0
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/415.jpeg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4861,3
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/416.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4862,3
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/417.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4863,3
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/418.jpeg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4864,4
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/419.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4865,0
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/42.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4866,2
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/420.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4867,3
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/421.jpeg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4868,2
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/422.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4869,4
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/423.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4870,4
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/424.jpeg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4871,3
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/425.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4872,0
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/426.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4873,2
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/427.jpeg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4874,4
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/428.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4875,3
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/429.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4876,1
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/43.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4877,3
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/430.jpeg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4878,1
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/431.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4879,0
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/432.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4880,1
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/433.jpeg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4881,1
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/434.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4882,4
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/435.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4883,2
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/436.jpeg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4884,1
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/437.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4885,4
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/438.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4886,2
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/439.jpeg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4887,3
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/44.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4888,4
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/440.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4889,1
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/441.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4890,3
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/442.jpeg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4891,2
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/443.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4892,3
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/444.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4893,0
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/445.jpeg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4894,3
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/446.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4895,1
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/447.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4896,1
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/448.jpeg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4897,4
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/449.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4898,3
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/45.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4899,3
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/450.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4900,2
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/451.jpeg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4901,3
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/452.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4902,3
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/453.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4903,0
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/454.jpeg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4904,1
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/455.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4905,3
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/456.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4906,0
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/457.jpeg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4907,1
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/458.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4908,1
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/459.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4909,1
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/46.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4910,4
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/460.jpeg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4911,4
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/461.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4912,3
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/462.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4913,4
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/463.jpeg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4914,3
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/464.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4915,1
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/465.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4916,4
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/466.jpeg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4917,0
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/467.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4918,0
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/468.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4919,3
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/469.jpeg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4920,1
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/47.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4921,0
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/470.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4922,4
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/471.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4923,0
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/472.jpeg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4924,0
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/473.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4925,0
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/474.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4926,4
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/475.jpeg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4927,1
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/476.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4928,3
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/477.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4929,3
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/478.jpeg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4930,2
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/479.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4931,4
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/48.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4932,1
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/480.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4933,0
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/481.jpeg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4934,4
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/482.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4935,1
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/483.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4936,2
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/484.jpeg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4937,0
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/485.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4938,2
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/486.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4939,4
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/487.jpeg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4940,2
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/488.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4941,3
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/489.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4942,2
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/49.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4943,3
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/490.jpeg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4944,0
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/491.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4945,2
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/492.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4946,3
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/493.jpeg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4947,3
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/494.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4948,1
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/495.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4949,0
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/496.jpeg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4950,2
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/497.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4951,4
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/498.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4952,1
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/499.jpeg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4953,1
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/5.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4954,2
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/50.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4955,2
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/500.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4956,4
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/501.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4957,0
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/502.jpeg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4958,3
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/503.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4959,3
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/504.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4960,3
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/505.jpeg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4961,0
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/506.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4962,0
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/507.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4963,2
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/508.jpeg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4964,4
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/509.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4965,4
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/51.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4966,4
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/510.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4967,3
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/511.jpeg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4968,3
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/512.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4969,1
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/513.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4970,3
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/514.jpeg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4971,0
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/515.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4972,0
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/516.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4973,1
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/517.jpeg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4974,2
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/518.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4975,0
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/519.PNG,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4976,0
/workspace/dataset/SE/TRAIN/GEMPA BUMI/KERUSAKAN RINGAN/52.jpg,GEMPA BUMI,KERUSAKAN RINGAN,1,0,3,4977,2
